artist,metascore,num_lyric_tracks,release_date,title,user_score,explicit_count,explicit_avg
Mick Hucknall,60,12,6-Nov-12,American Soul,tbd,0,0.0
The Zolas,60,10,2-Oct-12,Ancient Mars,tbd,0,0.0
Keane,60,16,8-May-12,Strangeland,8.3,0,0.0
Karima Francis,60,0,13-Aug-12,The Remedy,tbd,0,0.0
Gossip,60,17,22-May-12,A Joyful Noise,7.2,0,0.0
Fun.,60,11,21-Feb-12,Some Nights,7.4,5,0.45454545454545453
Joss Stone,60,16,31-Jul-12,"The Soul Sessions, Vol. 2",6.6,0,0.0
The Big Pink,60,10,16-Jan-12,Future This,6.0,1,0.1
Kaiser Chiefs,60,0,6-Mar-12,Start the Revolution Without Me,6.4,0,0.0
Lindstrøm,60,0,7-Feb-12,Six Cups of Rebel,6.5,0,0.0
Nicki Minaj,60,24,3-Apr-12,Pink Friday: Roman Reloaded,6.1,228,9.5
Teen Daze,60,0,5-Jun-12,"All of Us, Together",tbd,0,0.0
Linkin Park,60,12,26-Jun-12,Living Things,7.8,1,0.08333333333333333
The Presets,61,11,11-Sep-12,Pacifica,8.2,11,1.0
Sleepy Sun,61,7,10-Apr-12,Spine Hits,tbd,1,0.14285714285714285
Joey Ramone,61,13,22-May-12,...Ya Know?,tbd,2,0.15384615384615385
The Orb,61,2,28-Aug-12,The Orbserver in the Star House,tbd,0,0.0
Lissy Trullie,61,11,10-Apr-12,Lissy Trullie,tbd,1,0.09090909090909091
Goatwhore,61,10,14-Feb-12,Blood for the Master,tbd,7,0.7
No Doubt,61,12,25-Sep-12,Push and Shove,7.7,0,0.0
Ben Folds Five,61,10,18-Sep-12,The Sound of the Life of the Mind,7.7,4,0.4
Oneida,61,0,13-Nov-12,A List of the Burning Mountains,tbd,0,0.0
Rihanna,61,15,19-Nov-12,Unapologetic,6.8,20,1.3333333333333333
Wadada Leo Smith,99,0,22-May-12,Ten Freedom Summers,4.6,0,0.0
The Menzingers,93,13,21-Feb-12,On the Impossible Past,7.9,26,2.0
Frank Ocean,92,18,17-Jul-12,Channel Orange,8.9,24,1.3333333333333333
Kendrick Lamar,91,12,22-Oct-12,"Good Kid, M.A.A.D City",8.8,205,17.083333333333332
Fiona Apple,89,12,19-Jun-12,The Idler Wheel Is Wiser than the Driver of the Screw and Whipping Cords Will Serve You More than Ropes Will Ever Do,8.9,1,0.08333333333333333
Vijay Iyer Trio,88,0,13-Mar-12,Accelerando,6.7,0,0.0
Tame Impala,88,14,9-Oct-12,Lonerism,8.9,4,0.2857142857142857
Sweet Billy Pilgrim,88,2,16-Apr-12,Crown and Treaty,tbd,0,0.0
Converge,88,17,9-Oct-12,All We Love We Leave Behind,8.8,1,0.058823529411764705
Moritz von Oswald Trio,87,0,3-Jul-12,Fetch,6.2,0,0.0
Shackleton,87,0,4-Dec-12,Music For the Quiet Hour/The Drawbar Organ EPs,7.2,0,0.0
Swans,87,11,28-Aug-12,The Seer,8.5,3,0.2727272727272727
Goat,87,3,20-Aug-12,World Music,7.8,0,0.0
Staff Benda Bilili,87,0,4-Sep-12,Bouger le Monde!,tbd,0,0.0
Pig Destroyer,86,26,22-Oct-12,Book Burner,7.5,14,0.5384615384615384
Anaïs Mitchell,86,0,28-Feb-12,Young Man In America,8.0,0,0.0
Bill Fay,86,9,20-Aug-12,Life Is People,8.1,1,0.1111111111111111
Miguel,86,13,2-Oct-12,Kaleidoscope Dream,8.7,22,1.6923076923076923
Andy Stott,86,1,6-Nov-12,Luxury Problems,8.6,0,0.0
Dwight Yoakam,86,12,18-Sep-12,3 Pears,7.1,0,0.0
Deftones,86,11,13-Nov-12,Koi No Yokan,8.8,3,0.2727272727272727
Grizzly Bear,86,10,18-Sep-12,Shields,8.7,0,0.0
Dr. John,86,10,3-Apr-12,Locked Down,8.2,11,1.1
Gojira,86,13,26-Jun-12,L'Enfant Sauvage,8.8,0,0.0
Billy Bragg/Wilco,85,0,21-Apr-12,Mermaid Avenue: The Complete Sessions,8.0,0,0.0
Rumer,85,15,24-Jan-12,Seasons of My Soul,7.8,1,0.06666666666666667
High on Fire,85,10,3-Apr-12,De Vermis Mysteriis,8.7,2,0.2
Jessie Ware,85,16,20-Aug-12,Devotion,8.8,0,0.0
Leonard Cohen,85,10,31-Jan-12,Old Ideas,8.1,2,0.2
Led Zeppelin,85,0,19-Nov-12,Celebration Day [Live],8.5,0,0.0
Matthew E. White,85,7,21-Aug-12,Big Inner,8.6,5,0.7142857142857143
Brad Mehldau Trio,85,0,20-Mar-12,Ode,tbd,0,0.0
Goldfrapp,85,14,7-Feb-12,The Singles,8.4,2,0.14285714285714285
Killer Mike,85,13,15-May-12,R.A.P. Music,8.5,133,10.23076923076923
Mount Eerie,85,8,4-Sep-12,Ocean Roar,8.4,0,0.0
Azealia Banks,84,4,12-Jun-12,1991 [EP],8.7,89,22.25
El-P,84,13,22-May-12,Cancer4Cure,8.5,107,8.23076923076923
Jamey Johnson,84,11,16-Oct-12,Living for a Song: A Tribute to Hank Cochran,tbd,0,0.0
Rebecca Ferguson,84,14,29-May-12,Heaven,8.7,2,0.14285714285714285
Monolake,84,0,13-Mar-12,Ghosts,tbd,0,0.0
Ty Segall Band,83,11,26-Jun-12,Slaughterhouse,7.8,4,0.36363636363636365
Julia Holter,83,10,12-Mar-12,Ekstasis,8.5,0,0.0
Japandroids,83,8,5-Jun-12,Celebration Rock,8.8,19,2.375
Torche,83,13,24-Apr-12,Harmonicraft,8.3,0,0.0
TNGHT,83,5,24-Jul-12,TNGHT [EP],8.8,0,0.0
The Evens,83,9,19-Nov-12,The Odds,7.9,2,0.2222222222222222
Screaming Females,83,14,3-Apr-12,Ugly,8.2,5,0.35714285714285715
Swans,83,15,29-May-12,We Rose from Your Bed with the Sun in Our Head [Live],8.4,3,0.2
Bob Dylan,83,10,11-Sep-12,Tempest,7.7,8,0.8
Ab-Soul,83,18,11-May-12,Control System,8.7,287,15.944444444444445
Jack White,83,13,24-Apr-12,Blunderbuss,8.5,6,0.46153846153846156
Flying Lotus,83,19,2-Oct-12,Until the Quiet Comes,8.2,0,0.0
The Men,83,10,6-Mar-12,Open Your Heart,8.2,2,0.2
Cloud Nothings,83,8,24-Jan-12,Attack On Memory,8.8,0,0.0
Yellowcard,83,12,14-Aug-12,Southern Air,8.8,0,0.0
Plan B,83,28,21-Aug-12,Ill Manors,8.4,82,2.9285714285714284
Martin Rossiter,83,9,3-Dec-12,The Defenestration of St. Martin,7.9,0,0.0
Father John Misty,83,12,1-May-12,Fear Fun,8.3,2,0.16666666666666666
Roc Marciano,83,18,13-Nov-12,Reloaded,7.0,125,6.944444444444445
Alice Russell,83,0,2-Apr-12,Look Around the Corner,tbd,0,0.0
The Henry Clay People,83,2,26-Jun-12,Twenty-Five for the Rest of Our Lives,tbd,1,0.5
Earth,83,5,14-Feb-12,"Angels of Darkness, Demons of Light, Vol. 2",8.3,0,0.0
L.V.,82,1,18-Sep-12,Sebenza,8.8,1,1.0
METZ,82,10,9-Oct-12,METZ,7.6,2,0.2
Baroness,82,18,17-Jul-12,Yellow & Green,8.2,1,0.05555555555555555
Allo Darlin',82,10,1-May-12,Europe,8.3,0,0.0
Alcest,82,8,31-Jan-12,Les Voyages de l'ame,8.5,0,0.0
Raime,82,0,4-Dec-12,Quarter Turns Over a Living Line,8.6,0,0.0
Chuck Prophet,82,12,7-Feb-12,Temple Beautiful,8.4,1,0.08333333333333333
Dan Deacon,82,9,28-Aug-12,America,8.3,1,0.1111111111111111
Amanda Palmer & the Grand Theft Orchestra,82,19,11-Sep-12,Theatre Is Evil,8.0,8,0.42105263157894735
Eric Copeland,82,0,24-Jul-12,Limbo,tbd,0,0.0
Donald Fagen,82,9,16-Oct-12,Sunken Condos,8.1,1,0.1111111111111111
Saint Etienne,82,24,29-May-12,Words & Music by Saint Etienne,7.9,0,0.0
Field Report,82,10,11-Sep-12,Field Report,7.5,4,0.4
Viva Brother,34,9,1-Aug-11,Famous First Words,2.5,1,0.1111111111111111
Richard Ashcroft,39,12,22-Mar-11,United Nations of Sound,6.4,14,1.1666666666666667
V-Nasty,39,12,13-Dec-11,BAYTL,2.1,200,16.666666666666668
James Blunt,45,15,18-Jan-11,Some Kind of Trouble,6.6,0,0.0
Metallica,45,0,1-Nov-11,Lulu,2.3,0,0.0
The Antlers,46,8,22-Nov-11,(Together) [EP],5.1,0,0.0
Misfits,46,16,6-Sep-11,The Devil's Rain,4.2,37,2.3125
Jennifer Lopez,46,16,3-May-11,Love?,6.4,7,0.4375
Sum 41,47,16,29-Mar-11,Screaming Bloody Murder,8.3,5,0.3125
LMFAO,47,15,21-Jun-11,Sorry for Party Rocking,4.6,50,3.3333333333333335
Sublime with Rome,48,16,12-Jul-11,Yours Truly,5.1,4,0.25
Incubus,48,13,12-Jul-11,"If Not Now, When?",6.4,3,0.23076923076923078
Owl City,49,18,14-Jun-11,All Things Bright and Beautiful,6.9,0,0.0
Clare Maguire,50,15,8-Mar-11,Light After Dark,6.8,0,0.0
The Pigeon Detectives,51,10,4-Apr-11,Up Guards and at 'Em,6.0,0,0.0
Jessie J,51,16,12-Apr-11,Who You Are,6.3,16,1.0
Nickelback,51,11,21-Nov-11,Here and Now,4.6,25,2.272727272727273
Scotty McCreery,51,12,4-Oct-11,Clear as Day,6.5,2,0.16666666666666666
Bush,51,16,13-Sep-11,The Sea of Memories,6.3,4,0.25
Ray Davies,51,17,5-Apr-11,See My Friends,tbd,1,0.058823529411764705
Chris Brown,52,20,22-Mar-11,F.A.M.E.,5.4,73,3.65
Superheavy,52,15,20-Sep-11,SuperHeavy,5.2,4,0.26666666666666666
James Morrison,52,13,11-Oct-11,The Awakening,6.3,0,0.0
Sophie Ellis-Bextor,53,14,6-Jun-11,Make a Scene,8.3,0,0.0
Yes,53,11,12-Jul-11,Fly from Here,7.1,0,0.0
Limp Bizkit,53,19,28-Jun-11,Gold Cobra,6.2,154,8.105263157894736
The Kooks,54,16,13-Sep-11,Junk of the Heart,6.5,3,0.1875
Professor Green,54,17,8-Nov-11,At Your Inconvenience,6.3,61,3.588235294117647
The Sounds,54,9,29-Mar-11,Something to Die For,tbd,2,0.2222222222222222
Wild Palms,54,0,12-Apr-11,Until Spring,tbd,0,0.0
Jane's Addiction,55,10,18-Oct-11,The Great Escape Artist,7.1,4,0.4
Cold War Kids,55,11,25-Jan-11,Mine Is Yours,6.8,0,0.0
Twin Atlantic,55,17,3-May-11,Free,8.0,5,0.29411764705882354
Staind,55,10,13-Sep-11,Staind,7.9,8,0.8
David Guetta,56,13,29-Aug-11,Nothing But the Beat,6.6,10,0.7692307692307693
Gomez,56,7,21-Jun-11,Whatever's On Your Mind,tbd,0,0.0
Susan Boyle,56,9,1-Nov-11,Someone To Watch over Me,4.8,0,0.0
T-Pain,56,18,6-Dec-11,rEvolver,4.0,113,6.277777777777778
Joe Ely,57,2,7-Jun-11,Satisfied at Last,tbd,8,4.0
Paris Suit Yourself,57,0,1-Mar-11,My Main Shitstain,tbd,0,0.0
Lupe Fiasco,57,15,8-Mar-11,Lasers,6.1,16,1.0666666666666667
Soundgarden,57,17,22-Mar-11,Live on I-5,6.6,5,0.29411764705882354
Bob Geldof,57,12,15-Mar-11,How to Compose Popular Songs That Will Sell,tbd,2,0.16666666666666666
Blondie,57,16,13-Sep-11,Panic of Girls,6.2,2,0.125
Is Tropical,57,12,13-Jun-11,Native To,tbd,3,0.25
Cosmo Jarvis,57,17,11-Oct-11,Is the World Strange or Am I Strange?,tbd,20,1.1764705882352942
Waka Flocka Flame,57,0,9-Aug-11,Ferrari Boyz,6.3,0,0.0
Korn,58,13,6-Dec-11,The Path of Totality,6.0,38,2.923076923076923
Big Talk,58,12,19-Jul-11,Big Talk,7.7,5,0.4166666666666667
Snoop Dogg,58,26,29-Mar-11,Doggumentary,6.4,263,10.115384615384615
Digitalism,58,11,5-Jul-11,"I Love You, Dude",7.8,24,2.1818181818181817
Human League,58,0,13-Sep-11,Credo,tbd,0,0.0
Young the Giant,58,15,25-Jan-11,Young the Giant,8.5,2,0.13333333333333333
Avril Lavigne,58,14,8-Mar-11,Goodbye Lullaby,8.0,41,2.9285714285714284
Joker,58,2,8-Nov-11,The Vision,tbd,0,0.0
Glasvegas,58,10,4-Apr-11,Euphoric Heartbreak,8.2,3,0.3
Mac Miller,58,18,8-Nov-11,Blue Slide Park,5.7,161,8.944444444444445
Kassidy,58,9,21-Mar-11,Hope St.,tbd,0,0.0
Maria Taylor,58,9,16-Aug-11,Overlook,tbd,0,0.0
Brilliant Colors,59,1,19-Jul-11,Again and Again,tbd,0,0.0
CSS,59,12,23-Aug-11,La Liberacion,7.0,22,1.8333333333333333
Demi Lovato,59,18,20-Sep-11,Unbroken,7.3,3,0.16666666666666666
The View,59,12,14-Mar-11,Bread & Circuses,7.5,3,0.25
The Wombats,59,10,26-Apr-11,This Modern Glitch,8.1,2,0.2
Zomes,59,0,12-Apr-11,Earth Grid,tbd,0,0.0
The Airborne Toxic Event,59,11,26-Apr-11,All At Once,7.3,2,0.18181818181818182
Joss Stone,59,13,26-Jul-11,LP1,6.3,9,0.6923076923076923
200 Years,59,0,8-Nov-11,200 Years,tbd,0,0.0
Jeniferever,59,9,12-Apr-11,Silesia,tbd,0,0.0
Gary Numan,59,11,6-Dec-11,Dead Son Rising,8.8,8,0.7272727272727273
Wiz Khalifa,59,17,29-Mar-11,Rolling Papers,5.8,122,7.176470588235294
Lil Wayne,60,22,29-Aug-11,Tha Carter IV,4.8,399,18.136363636363637
White Lies,60,11,18-Jan-11,Ritual,6.9,2,0.18181818181818182
London Classical Orchestra,60,0,4-Oct-11,Paul McCartney: Ocean's Kingdom,7.3,0,0.0
About Group,60,0,26-Apr-11,Start and Complete,tbd,0,0.0
Ry Cooder,92,14,29-Aug-11,Pull Up Some Dust and Sit Down,6.9,2,0.14285714285714285
Saigon,89,24,15-Feb-11,The Greatest Story Never Told,8.4,163,6.791666666666667
Phonte,88,12,27-Sep-11,Charity Starts at Home,7.9,88,7.333333333333333
Tom Waits,88,16,25-Oct-11,Bad as Me,7.8,18,1.125
The Roots,88,15,6-Dec-11,Undun,8.7,30,2.0
Thursday,88,12,12-Apr-11,No Devolucion,8.6,3,0.25
9th Wonder,87,19,27-Sep-11,The Wonder Years,7.0,92,4.842105263157895
Wolves in the Throne Room,87,6,13-Sep-11,Celestial Lineage,8.3,0,0.0
The Weeknd,87,9,21-Mar-11,House of Balloons,8.9,53,5.888888888888889
PJ Harvey,86,14,15-Feb-11,Let England Shake,8.7,1,0.07142857142857142
tUnE-yArDs,86,10,19-Apr-11,Who Kill,8.1,4,0.4
Bon Iver,86,11,21-Jun-11,Bon Iver,8.6,1,0.09090909090909091
Mara Carlyle,86,0,30-Aug-11,Floreat,tbd,0,0.0
Nicolas Jaar,86,14,28-Jan-11,Space Is Only Noise,8.6,0,0.0
Raphael Saadiq,86,10,10-May-11,Stone Rollin',8.2,1,0.1
Russian Circles,86,6,25-Oct-11,Empros,8.6,0,0.0
Tim Hecker,86,12,15-Feb-11,"Ravedeath, 1972",8.3,0,0.0
Fucked Up,86,18,7-Jun-11,David Comes To Life,7.9,6,0.3333333333333333
Ambrose Akinmusire,85,13,5-Apr-11,When the Heart Emerges Glistening,tbd,0,0.0
Kate Bush,85,7,21-Nov-11,50 Words for Snow,8.5,0,0.0
Iceage,85,12,21-Jun-11,New Brigade,8.2,0,0.0
Paul Simon,85,10,12-Apr-11,So Beautiful or So What,8.2,0,0.0
Fleet Foxes,85,13,3-May-11,Helplessness Blues,8.8,0,0.0
Wild Beasts,85,10,10-May-11,Smother,8.4,0,0.0
St. Vincent,85,13,13-Sep-11,Strange Mercy,8.8,0,0.0
Gillian Welch,85,0,28-Jun-11,The Harrow and the Harvest,7.7,0,0.0
Astronautalis,85,11,13-Sep-11,This Is Our Science,8.1,11,1.0
Destroyer,84,11,25-Jan-11,Kaputt,8.8,6,0.5454545454545454
Lydia Loveless,84,10,13-Sep-11,Indestructible Machine,tbd,17,1.7
Pistol Annies,84,10,23-Aug-11,Hell On Heels,8.8,28,2.8
Joe Lovano Us Five,84,0,11-Jan-11,Bird Songs,tbd,0,0.0
Dave Alvin,84,14,20-Jun-11,Eleven Eleven,tbd,10,0.7142857142857143
True Widow,84,8,29-Mar-11,A.H.A.T.H.H.A.F.T.C.T.T.C.O.T.E.,tbd,0,0.0
The Office of Future Plans,84,0,21-Nov-11,The Office of Future Plans,tbd,0,0.0
The Black Keys,84,11,6-Dec-11,El Camino,8.6,3,0.2727272727272727
Shackleton,84,0,6-Dec-11,Pinch & Shackleton,tbd,0,0.0
Johann Johannsson,84,0,24-May-11,The Miner's Hymns,tbd,0,0.0
Delicate Steve,84,0,25-Jan-11,Wondervisions,8.7,0,0.0
Thee Oh Sees,83,10,8-Nov-11,Carrion Crawler/The Dream,8.5,0,0.0
Frank Ocean,83,14,18-Feb-11,"Nostalgia, Ultra.",8.7,27,1.9285714285714286
The Field,83,0,11-Oct-11,Looping State of Mind,8.5,0,0.0
Beastie Boys,83,17,3-May-11,"Hot Sauce Committee, Pt. 2",8.2,24,1.411764705882353
The Horrors,83,10,9-Aug-11,Skying,8.1,0,0.0
Gang Gang Dance,83,10,10-May-11,Eye Contact,8.3,1,0.1
Diamond Rings,83,10,21-Jun-11,Special Affections,7.7,0,0.0
Lykke Li,83,12,1-Mar-11,Wounded Rhymes,8.9,0,0.0
Demdike Stare,83,0,31-Jan-11,Tryptych,6.7,0,0.0
Megafaun,83,14,20-Sep-11,Megafaun,tbd,1,0.07142857142857142
Mastodon,83,15,27-Sep-11,The Hunter,8.5,4,0.26666666666666666
A Winged Victory for the Sullen,83,7,13-Sep-11,A Winged Victory for the Sullen,tbd,0,0.0
Black Joe Lewis & the Honeybears,83,3,15-Mar-11,Scandalous,8.6,0,0.0
Wild Flag,83,10,13-Sep-11,Wild Flag,8.3,1,0.1
Jamie xx,83,12,22-Feb-11,We're New Here,8.2,1,0.08333333333333333
Miranda Lambert,83,15,1-Nov-11,Four the Record,8.5,3,0.2
Kuedo,83,1,17-Oct-11,Severant,8.2,0,0.0
William Elliott Whitmore,83,12,12-Jul-11,Field Songs,tbd,2,0.16666666666666666
Shabazz Palaces,83,10,28-Jun-11,Black Up,8.4,33,3.3
Wilco,83,17,27-Sep-11,The Whole Love,8.5,0,0.0
Levon Helm,82,11,17-May-11,Ramble at the Ryman,tbd,0,0.0
TV on the Radio,82,11,12-Apr-11,Nine Types of Light,8.0,8,0.7272727272727273
Thrice,82,13,20-Sep-11,Major/Minor,8.3,1,0.07692307692307693
Brad Paisley,82,16,23-May-11,This Is Country Music,8.5,10,0.625
Laura Marling,82,24,13-Sep-11,A Creature I Don't Know,8.6,0,0.0
Colin Stetson,82,14,22-Feb-11,"New History Warfare, Vol. 2: Judges",8.4,0,0.0
Sepalcure,82,1,21-Nov-11,Sepalcure,8.8,0,0.0
Southeast Engine,82,0,29-Mar-11,Canary,tbd,0,0.0
Rustie,82,13,10-Oct-11,Glass Swords,8.6,0,0.0
Elbow,82,11,12-Apr-11,Build a Rocket Boys!,8.0,0,0.0
Chris Watson,82,0,25-Oct-11,El Tren Fantasma,tbd,0,0.0
Me'Shell Ndegéocello,82,13,8-Nov-11,Weather,7.5,0,0.0
Tom Russell,82,15,6-Sep-11,Mesabi,tbd,6,0.4
Earth,82,5,22-Feb-11,"Angels of Darkness, Demons of Light, Vol. 1",8.2,0,0.0
Anthony Hamilton,82,16,13-Dec-11,Back to Love,8.3,6,0.375
Polar Bear Club,82,11,13-Sep-11,Clash Battle Guilt Pride,tbd,3,0.2727272727272727
The Weeknd,82,9,21-Dec-11,Echoes of Silence,8.7,20,2.2222222222222223
